age	A number between 40 and 70	0.1154267647278550000	56.365224622297900000
f.2734.0.0	[0,1]	0.0000000000000000000	0.000000000000000000
f.2734.0.0	(1,2]	-0.1976319464598860000	0.440125374303865000
f.2734.0.0	(2,4]	-0.2270067244791200000	0.223906672903399000
f.2734.0.0	(4,22]	-0.0034723077489117300	0.016247486317169800
f.1239.0.0	No	0.0000000000000000000	0.000000000000000000
f.1239.0.0	Yes, on most or all days	0.3199590504815980000	0.066733031891289000
f.1239.0.0	Only occasionally	0.0867055248544305000	0.020857070894851100
f.1249.0.0	Smoked on most or all days	0.0000000000000000000	0.000000000000000000
f.1249.0.0	Smoked occasionally	-0.1353520356211700000	0.133278162242985000
f.1249.0.0	Just tried once or twice	-0.2585391677115420000	0.149141849670773000
f.1249.0.0	I have never smoked	-0.2134588138031980000	0.448033230587172000
f.1249.0.0	I'm a smoker	0.3446965156233150000	0.066952916671664000
f.2178.0.0	Excellent	0.0000000000000000000	0.000000000000000000
f.2178.0.0	Good	0.1696680469727800000	0.425000000000000000
f.2178.0.0	Fair	0.3677298175743440000	0.190000000000000000
f.2178.0.0	Poor	0.7242776905205470000	0.085000000000000000
f.2188.0.0	No	0.0000000000000000000	0.000000000000000000
f.2188.0.0	Yes	0.2039241050253200000	0.300282651890409000
f.924.0.0	Slow pace	0.0000000000000000000	0.000000000000000000
f.924.0.0	Steady average pace	-0.2825559081209910000	0.530206171965890000
f.924.0.0	Brisk pace	-0.3844409351058080000	0.384086738549000000
f.924.0.0	None of the above	0.1539478665805030000	0.002566655072741880
f.2090.0.0	No	0.0000000000000000000	0.000000000000000000
f.2090.0.0	Yes	-0.1618645584563150000	0.409329511336060000
f.2453.0.0	No	0.0000000000000000000	0.000000000000000000
f.2453.0.0	Yes	4.1659952543021500000	0.091703947131703000
f.6145.0	None of the above	-0.1247202251566420000	0.536718759370090000
f.6145.0	Serious illness, injury or assault to yourself	0.6231782051342020000	0.084231862504047900
f.6145.0	Serious illness, injury or assault of a close relative	-0.1920994764873660000	0.138291535235537000
f.6145.0	Death of a close relative	-0.2043158921217130000	0.224646285346478000
f.6145.0	Death of a spouse or partner	0.2101221491616600000	0.019809619759246200
f.6145.0	Marital separation/divorce	-0.2167002866720560000	0.032778823896278300
f.6145.0	Financial difficulties	-0.1949058722286240000	0.124246894627215000
f.6146.0	None of the above	1.6737429108776100000	0.945244691781506000
f.6146.0	Attendance allowance	0.2095837299393810000	0.005996857646593180
f.6146.0	Disability living allowance	4.2971028250730800000	0.040662692748999500
f.6146.0	Blue badge	0.0118907683259086000	0.033266568318201300
f.age:2453	No	0.0000000000000000000	0.000000000000000000
f.age:2453	Yes	-0.0493726935257108000	5.426220660373960000
f.age:6146	None of the above	-0.0307542962611947000	53.162430886215600000
f.age:6146	Disability living allowance	-0.0668179151208716000	2.337563116926730000
f.age:6146	Blue badge	-0.0008172307032988800	1.981237831376360000
